new_user_address,old_user_address,balance,is_contract,balance_sign,signature
0x0c76140C49e7a85c0D37783ea258722E89102A1E,0x8a08f5f944e7097add58a0d79176ca56a341d4a3,24.2347391407838,0,24234739140783890576,0x2e5c6c5c1803df2fff06d5ab5dc7d6b4d043fc3dd41877daf1b7401a08b283a41234c0a821247df981616978e4a2e180cefadd88fba6e7a896bee6051cff43ed1c
0x7a919D232823e5FECc9Bb89A9205715064033d66,0x6503516d9d61e0dcb8aa52006c540da9d52b8065,24.0880421513018,0,24088042151301841898,0xd185a56b6e21a67c35c8891af0b4749dca79f8a4726fad9430e19caaf7e6006f0c5c8c41d17e4030e9e5f857ed0d11639ec180c73c9fef4752d8f31f18fbd2291b
0x555C42320b6334253e2fc7Bc6888305d6A5D988D,0x80a6278131de681def1859e03e20b5a1e589d30a,22.3762468753863,0,22376246875386346602,0xeab170b0ff2b452c9287078a6b9bcb89317137a1372d25d4e88010dd94677782406536d1706eb875d3d68756b76a54c23bca04dc90647b95dd2ce51b654848341c
0x3cD863cF1d3E88316333245597A5B88fb357C102,0x1f65dea6b70afbb601d263ef9985aa427ab7bd88,21.6080700723553,0,21608070072355371138,0x7cdd71de0e4ea9578948dc5fe60fa76fccfc72057d659ac2b3ba835e2d70fb8b3b5d09bf11515ccda635cf7dc826eb44a64d2c768ef0cceaf69d6c15b3f9e7631b
0x6E9310B70d0440da9AeA59F613eA484B57161AE9,0x0bbeb88093e8cc6b84a52613241436f1e9a9d305,21.0629123411720,0,21062912341172090436,0x0967cb313ba6c550790dfa2f347a149b996995af07dc61e5e46e8eba4c514fe2454423bbefa1c9b4d5a7553705676eb1ab99cb6b0ba4bbc6c293062b0d041fc21c
0x5EdF0DFbd5E8A023C4Dd55F0725cBe84C1AB2F69,0x9a6f3122a1463e457049d85ef189783cd5010b86,20.6416540943486,0,20641654094348652393,0x48ba85b743f63117fcb1bdbbcdb4e6f215b03c53c86abd6015d587248b973d4f73f8fe7a25c0b49abd1985a3dd4bce2e4c0e424b9b297e4a6e02228c4ae459281c
0x52F54F1BF61Dbeee854c20e27e6346d59f91eaD1,0xd42556049a4db5befe62b351f73ade0b8f3e83f8,20.2947355381411,0,20294735538141107867,0x1967aebc07cc9a4aaa9afc72d88ee80fc1fc104c43e89a39053766edfe67b5383596993e43b6f4f195fff43c917f7347f733170afb7527189672f98d879c101d1c
0xB0d6C10715d6a85AE403403548F1D9a26E6adf02,0x9b3f6db2f794de2165f6708edb666f37bdef8f29,18.9566211070548,0,18956621107054882458,0x629a950ba61b0c2b20f67664969e9274a18678adf297e9ae09001c2602e58bba350b87af36f4f4bac9700d80e0a6ee17a0921f7ec8762f3d65b295eefaca549c1b
0x1F056Fa0d63AFa27F0899aF9d9Ab54C67A25F01F,0xfe9d66ccf9baa6bab9d937c827a0e8e827e1f21d,18.7831618289511,0,18783161828951111971,0xddd99b2dcf3f19fd42d41beb429ce21ba1a2aa3aae78d79cb9f10a1bd9d6e8077a7b71245a506e7ba959f30ce124998a3c842d94dcef0e77938403ca0c4456341b
0x80394c57EB082D35c7Ea73239992454aB768807B,0x54ab58e6404bfe1f236d27b294c925bf767c8292,18.6344824477193,0,18634482447719307174,0x86dc516dd4fd5c748674921cfa069c2889096d42d7412aff1df0cf152599b6543579d3098303b24afae8f31f309996a59a0f2f02db8e5bcb685f32262b7c05881c
0xE49F423670dd32bd6B24D941Fc5d353F4C902dd9,0x49a395e91f23dac263980078b470be68eb67dac1,18.0149850259201,0,18014985025920132955,0x7a04e6ac8994fba330f8f9d1e28eb7c6bd11754ed7abf8233afc63398f4923e53eb1421e1162994f09919c39e1c8f4c61eaae8eec8f408ccb621af2a123e4b721b
0x15063f48160E9EF8554416D32cE4cBB26fEE462E,0xef6afe42e79609c31a71b8e4babf6d7215c171ae,17.7919659540724,0,17791965954072427536,0x9ca454b5595b5303430289f3fd1d3d26dd4daf8e765755b65e6e16edb4049a1323ec70ba3eb432735ca7582b627830daef157730ce26b7410e62b649b79f8d021b
0x874d9C5f7CCE9E06cD9742D1EF4a204Ce9e5b175,0xbae736a772f2db61119e5941aa86320627a00aa9,17.3459278103770,0,17345927810377016698,0x25bad3539ce3d437f5bb241a9f32788d57c8de2dba9a0df0ebc80de17b442c287886338ba4c35bd08ade320b25ad3068acc793beb3b8df7c61119d691e618c751c
0x3981768a3b0E36bE3746c0E88c913765c2A1411a,0xab261acc43152b392fb99f936de52aae73b1542a,16.9494494604255,0,16949449460425540792,0xf265de6e2ee12be56666a6c35b7e2e7117db987721af94ec166d5661cd64d1c83ac573ac2ef48673923a94b1b24dfee95807c3d3e1152f1d1b4cb282d543a9461b
0x9b7B50480DF5c5CB221A1991c50e8D9625680EE7,0xf8133515878ad78d5076555c77d3bd57e56fc0f3,16.7264303885778,0,16726430388577838926,0x9ef975c4d33a8d38ad1651871a693cdf3c0777d5322b7c53396b66a3eaffe1135e6338fc2b759aa3391ebd34dca6813c07bbda9ba07aeff6eaae359d051624981c
0xa43b84F2bE90EbaDB4BdfCD38FEF7422E41Ec425,0x7145536b9e2973ab824bde9d056008e1a59afe0b,16.3051721417543,0,16305172141754397330,0x362bdfe85f9233459386c2e1e4266109d6f7ae2797283b71a927f1a282f5e9cf0be161f6edf8dcbecb7a64f1e157af32611eaaa16652616a4c3d4ee26c706ea71c
0x7A25A709503f1bA5FfC4Ef78C9779A2813582e8A,0x4706d76b21bd7667c24d8457384957c72b671af0,15.8591339980589,0,15859133998058986492,0xc7649373be3a848802d3470f64525fd6ad4a9a082722ee4f30fd25cd88cc0c32219684cfd091e97bfe43fa2f38ae1c197bb2306027b1e9caa309f99697e328341c
0x28D0dc6e29B46bC8d21cD1C1a9622c7B384f1878,0xa8cf72de7682525dbd73c851f9e5578822013148,14.3971200826129,0,14397120082612921976,0xe41086855520f199f73b492a325a54456b31420438c585688a173e8fd1c7b8741fae552e42438a4ed778ca0a6f79bceb321fcd76c47973bb3ba494231f42c4c61b
0xD4549c2a55dC95746E488b8976dFD5ADF9c7441e,0x60e2e4cdf845ceae2508d90233db8f3833adb9e9,14.3723401857409,0,14372340185740956287,0x8a0846519b330954053423d5f1c0f982b34dc39f5f7247898a8f527a67eedec757859450b7df79fcdb4db8ef68c1ea7776d5d6a40713ce0820d8a930ea944ca31b
0x568C229a40A03FDBA9a23c854C24388f3b68AA6c,0x87641b0cb2f91a01077a17765fa759a687a86f12,13.6537231764539,0,13653723176453908650,0xc4e4d2e0e26640d4f06ae6988f333d9d0b9a41dd23be768eb525314b4f3083c82c5ee2c8c94659c75c3a81311be6b2f67f2a12af29200da9e4bd60ff8ed7a70b1c
0xC99A2eE4CEF26473daF9Ef553f5673e6b1f5Aeaf,0xfe687f8baa64dbc19c7aa4092a7fd5d65486a25e,12.3899484359835,0,12389948435983583863,0x4a63ae5f960a75d392906c1f7c61b01a53301573b86a874b3a9da455ada4b919018fcf815ac9e30c73b677279c569ca4a0ccdbea08d2dc5762df5b669184287b1b
0x960252Ae3c22636aD721792c1b3d06f1Df9D2b53,0x7a01217786a6c8d64016847c2b51ef796a5fe067,11.9232954004824,0,11923295400482450290,0x77e1a70eb6e82aac1ade59e283badb593b0a084b6ba531390b38dd4b92605c963e63de4a380f42785068645e7e5ddf4f8af75137ff187626518e240b907be91e1b
0x81522Aa51C3f98af67CD3d49735b09d805932f96,0x851b10a2571eec8efce68fb75a72d1c77fb276c5,11.1509535923852,0,11150953592385226543,0x375e79ddae3504e284cdcc5a29d69bf423bdbea21014804d1915467c8aa73cc5232686d7e1bb70a183e2875213c0d1912f594b1790d93314e5bcc7fd733fb2a41b
0x0297452097f55Ed93e1d06695F9B6FB0294acA76,0xd4984286554a91e66506732e3f470ce45bcea4d8,10.6553556549458,0,10655355654945880772,0xfb01b6afeee8b1fd515ff9f6694cb772e55f478c5d79b6da930ad7ae5f694fd01c6743100ab5a0cdbdfbb7f1df397f73bc36924e819a208912210204a07b20d01c
0x2fcc16Bb6C6cC7528A5CA32121CE661D55C0A5FB,0xecb84eb73cf4ed352dea6d1f1672ed384552e9af,10.6057958612019,0,10605795861201947616,0x09317de7ffe126d2b2f69e595b39b9b35ec135328a3b143a2b605cb9e71588777c527daeccb91b4f8fb395184b50d7b01309eb2cf564aee7559ee8665642627a1c
0x0EAF92059fdBDF86A9BCDF1cC99658b8a70995F1,0x46e52013acdf018a9b46e0cfe4c41c4c0f90c9da,9.9881913757248,0,9988191375724818855,0x2a6e7ddde44b0ce10e74249423341e29fc354e5ac1acc10815f9f16cd95e10fa27c8994ea8027c2fa6037a8cc980d5262356bb69520fba560117fca2716bc6721c
0xC12A205bE940A7Bc1B604E770ED2D9aACD0e1aDA,0xa9e91ded664de6c8bc0bc43be43d2959879543aa,9.9119587487869,0,9911958748786867446,0x097868bbe3ee8598641ef5a0c51e99cd7763bf9e5b47e24536850eba3ea70be22f48bd630a409ca0303826f9f0a47d49fb0e77c6526e4480c4a4bf95376a24611b
0x91c9e5279cC51cec5789DdA21a2dF59cd26eC43B,0xb5beeb865f1fb98142471baba6dbdffe81bc7cf6,9.6641597800672,0,9664159780067196337,0x75ad67922bb4908bf2315fb01cf9044246374c19b0d1511a0f45bf935f5b67532551bac32ba266b45e5881c25797366f0b09491328da2a8e1286d5e86ff7544c1b
0xc5dD0224f10Fed0a173A1ef13fAD37B0Cf44a27B,0xa5717bf1c67c7c64bd441935a4cac897fe75ce8d,9.4163608113475,0,9416360811347523452,0xe5b88c0eb59c2920770cb9ff7f877bf7e2a0c3ff33f68acf9a9ac607bf4436486c57a3f0f9325ae3dc9c9727d6d060722652a36ff30a9ef8c67c54cc87513c851b
0x76b7e810F7Fc39DdCbfFCC8AC8122c5c2f6DaA1a,0x65b0170fb3d4cc2646d093d0d094d2344d36e39d,7.2974318298256,0,7297431829825611338,0xff972e39a0b05e28e42843d4edee99925596c7658d3aada0b778cd8bfee977b418544d6bbfafe29d9cd6c0611e58bcad51ca85635b26c2307b03676e582a0e271c
0x1ce7D875753FF327E411799714b16ad82c0AAad9,0xa0b1b2c371e4d5c3b40330dc74f359bd4af63726,7.2852896803583,0,7285289680358347120,0x1e18554aa91e23125b4275c077818ca4d012a9a5f5ce3a1ed46ab393cd60ae47512fc58277932971dc0d4afd90fcb203f2940b2fc59f4bf1c4569edaf02cfd8d1c
0x8137c193D0C99fD3a49dB9A88495577ceB158a7A,0x461b1e5724ab97bf73931c5760be9c5b20c3964c,6.1503704036223,0,6150370403622252624,0x35dd44c36a63cce3e2575783a08314e9047fea7ab447cded0b69a38d2cf640404bc9a5de353cec03e926ad7b5ebb4b41f3e5ff6cd231a58ca046c5cf1b817dcd1c
